iter,ll,accept,sd,spp,foc_sp,nei_sp
18,-1574.6831926028638,0,0.012438680463369076,-0.0011271103105096368,Eriogonum umbellatum,Ivesia gordonii
18,-1574.6831926028638,0,0.016562835364597683,9.336539955164667e-4,Heterotheca villosa,Ivesia gordonii
18,-1574.6831926028638,0,-0.004855795066995828,5.774942386703084e-4,Lupinus argenteus,Eriogonum umbellatum
18,-1574.6831926028638,0,-0.03116498994701468,-6.083559501318123e-4,Ivesia gordonii,Eriogonum umbellatum
18,-1574.6831926028638,0,0.032592059421790755,-3.615478807044102e-4,Eriogonum umbellatum,Eriogonum umbellatum
18,-1574.6831926028638,0,9.055923423536569e-4,-5.47475564949698e-5,Heterotheca villosa,Eriogonum umbellatum
18,-1574.6831926028638,0,-8.504089222553532e-4,-2.506796792345131e-4,Lupinus argenteus,Heterotheca villosa
18,-1574.6831926028638,0,0.004679358024131656,4.1600831861422945e-4,Ivesia gordonii,Heterotheca villosa
18,-1574.6831926028638,0,0.022053795068955464,5.689406139426466e-4,Eriogonum umbellatum,Heterotheca villosa
18,-1574.6831926028638,0,-0.019256021256823627,-1.790968448987153e-4,Heterotheca villosa,Heterotheca villosa
19,-1574.6831926028638,0,-0.025504143916579222,3.7122459501603674e-4,Lupinus argenteus,Lupinus argenteus
19,-1574.6831926028638,0,0.017267981720555183,-1.7385871061000263e-6,Ivesia gordonii,Lupinus argenteus
19,-1574.6831926028638,0,-0.001701405009281563,-8.045894295398307e-4,Eriogonum umbellatum,Lupinus argenteus
19,-1574.6831926028638,0,-0.005833679252817083,0.002128866993705487,Heterotheca villosa,Lupinus argenteus
19,-1574.6831926028638,0,-0.006379301756605727,0.001666123642250458,Lupinus argenteus,Ivesia gordonii
19,-1574.6831926028638,0,0.003535457963524775,-5.059669529046317e-4,Ivesia gordonii,Ivesia gordonii
19,-1574.6831926028638,0,0.012438680463369076,-0.0011271103105096368,Eriogonum umbellatum,Ivesia gordonii
19,-1574.6831926028638,0,0.016562835364597683,9.336539955164667e-4,Heterotheca villosa,Ivesia gordonii
19,-1574.6831926028638,0,-0.004855795066995828,5.774942386703084e-4,Lupinus argenteus,Eriogonum umbellatum
19,-1574.6831926028638,0,-0.03116498994701468,-6.083559501318123e-4,Ivesia gordonii,Eriogonum umbellatum
19,-1574.6831926028638,0,0.032592059421790755,-3.615478807044102e-4,Eriogonum umbellatum,Eriogonum umbellatum
19,-1574.6831926028638,0,9.055923423536569e-4,-5.47475564949698e-5,Heterotheca villosa,Eriogonum umbellatum
19,-1574.6831926028638,0,-8.504089222553532e-4,-2.506796792345131e-4,Lupinus argenteus,Heterotheca villosa
19,-1574.6831926028638,0,0.004679358024131656,4.1600831861422945e-4,Ivesia gordonii,Heterotheca villosa
19,-1574.6831926028638,0,0.022053795068955464,5.689406139426466e-4,Eriogonum umbellatum,Heterotheca villosa
19,-1574.6831926028638,0,-0.019256021256823627,-1.790968448987153e-4,Heterotheca villosa,Heterotheca villosa
20,-1572.265973687185,1,-0.01671741129097598,0.0012726793155567882,Lupinus argenteus,Lupinus argenteus
20,-1572.265973687185,1,0.01581923298025637,3.1524604028374014e-4,Ivesia gordonii,Lupinus argenteus
20,-1572.265973687185,1,0.0029883125914605185,-4.792746162612456e-4,Eriogonum umbellatum,Lupinus argenteus
20,-1572.265973687185,1,-0.002071324481522244,0.002046862980274761,Heterotheca villosa,Lupinus argenteus
20,-1572.265973687185,1,-0.013989704507170533,9.840833302688188e-4,Lupinus argenteus,Ivesia gordonii
20,-1572.265973687185,1,6.025086260161342e-4,-0.001403943245518108,Ivesia gordonii,Ivesia gordonii
20,-1572.265973687185,1,0.0110902678192939,-0.001261141696643594,Eriogonum umbellatum,Ivesia gordonii
20,-1572.265973687185,1,0.03050129352632788,0.0021346855321801926,Heterotheca villosa,Ivesia gordonii
20,-1572.265973687185,1,-0.015225681963978752,7.105165283984812e-4,Lupinus argenteus,Eriogonum umbellatum
20,-1572.265973687185,1,-0.052308341425051266,-5.097322045839796e-4,Ivesia gordonii,Eriogonum umbellatum
20,-1572.265973687185,1,0.04027484160383474,-1.619737153944045e-4,Eriogonum umbellatum,Eriogonum umbellatum
20,-1572.265973687185,1,-0.007256013865181199,-2.8587235594982826e-4,Heterotheca villosa,Eriogonum umbellatum
20,-1572.265973687185,1,-0.005211478153861096,-0.0010899320951692488,Lupinus argenteus,Heterotheca villosa
20,-1572.265973687185,1,0.013726408336959747,0.00202145279612532,Ivesia gordonii,Heterotheca villosa
20,-1572.265973687185,1,0.014422932423472297,3.1472896073345683e-4,Eriogonum umbellatum,Heterotheca villosa
20,-1572.265973687185,1,-0.022666691053201665,-3.5825775205855384e-4,Heterotheca villosa,Heterotheca villosa
21,-1573.9159029165562,1,-0.005041541651720889,0.002205124961241964,Lupinus argenteus,Lupinus argenteus
21,-1573.9159029165562,1,0.01505097527303327,8.800565384058144e-6,Ivesia gordonii,Lupinus argenteus
21,-1573.9159029165562,1,0.008292526544191218,-6.543802576810472e-4,Eriogonum umbellatum,Lupinus argenteus
21,-1573.9159029165562,1,-0.002022236523412587,0.0027077258792966444,Heterotheca villosa,Lupinus argenteus
21,-1573.9159029165562,1,-0.019292018805874087,0.0012592824590880907,Lupinus argenteus,Ivesia gordonii
21,-1573.9159029165562,1,0.01575117517098612,-8.927984219113437e-4,Ivesia gordonii,Ivesia gordonii
21,-1573.9159029165562,1,0.01924486417496555,-3.814217453224979e-4,Eriogonum umbellatum,Ivesia gordonii
21,-1573.9159029165562,1,0.015436074896325307,0.002281003509123797,Heterotheca villosa,Ivesia gordonii
21,-1573.9159029165562,1,-0.026797483682258823,0.001100169688746923,Lupinus argenteus,Eriogonum umbellatum
21,-1573.9159029165562,1,-0.03929279205222096,-8.944030982190208e-4,Ivesia gordonii,Eriogonum umbellatum
21,-1573.9159029165562,1,0.031218433853114368,1.1670214700466289e-4,Eriogonum umbellatum,Eriogonum umbellatum
21,-1573.9159029165562,1,-0.007100379055883746,-4.7139262423584536e-4,Heterotheca villosa,Eriogonum umbellatum
21,-1573.9159029165562,1,-0.0194915301193491,-3.2431966982845854e-4,Lupinus argenteus,Heterotheca villosa
21,-1573.9159029165562,1,0.020606205352563058,0.0019928860641281374,Ivesia gordonii,Heterotheca villosa
21,-1573.9159029165562,1,0.020364897437960692,3.3278966031467317e-4,Eriogonum umbellatum,Heterotheca villosa
21,-1573.9159029165562,1,-0.025369843493242505,-3.604059140620775e-4,Heterotheca villosa,Heterotheca villosa
