iter,ll,accept,sd,spp,foc_sp,nei_sp
7,-1575.8895660021026,1,-4.6537999201930044e-5,6.991941180939251e-4,Ivesia gordonii,Eriogonum umbellatum
7,-1575.8895660021026,1,-0.0019076698329909315,-2.9430744672643254e-4,Eriogonum umbellatum,Eriogonum umbellatum
7,-1575.8895660021026,1,-0.016627952331122624,-8.191239093101216e-4,Heterotheca villosa,Eriogonum umbellatum
7,-1575.8895660021026,1,0.011595992842744818,-2.098711570012287e-4,Lupinus argenteus,Heterotheca villosa
7,-1575.8895660021026,1,-0.006943891649974426,-1.7544221187692236e-4,Ivesia gordonii,Heterotheca villosa
7,-1575.8895660021026,1,0.012081457083808776,2.718025007207889e-4,Eriogonum umbellatum,Heterotheca villosa
7,-1575.8895660021026,1,-0.003195255327995125,-1.2505831007624755e-4,Heterotheca villosa,Heterotheca villosa
8,-1575.8895660021026,0,0.0010257186283039819,3.6563456966518003e-4,Lupinus argenteus,Lupinus argenteus
8,-1575.8895660021026,0,0.009226383208117073,9.181874956714498e-4,Ivesia gordonii,Lupinus argenteus
8,-1575.8895660021026,0,0.014320424765670914,-6.2367675054486e-4,Eriogonum umbellatum,Lupinus argenteus
8,-1575.8895660021026,0,1.295067016491079e-4,4.6062963851441365e-4,Heterotheca villosa,Lupinus argenteus
8,-1575.8895660021026,0,-0.011020312052379357,-6.071762979081138e-4,Lupinus argenteus,Ivesia gordonii
8,-1575.8895660021026,0,0.014244599374538045,-2.570243631480483e-5,Ivesia gordonii,Ivesia gordonii
8,-1575.8895660021026,0,-0.016148887501185746,-2.8207993146480873e-4,Eriogonum umbellatum,Ivesia gordonii
8,-1575.8895660021026,0,-0.012279908756450481,-6.380233194370599e-4,Heterotheca villosa,Ivesia gordonii
8,-1575.8895660021026,0,-0.005779495203362628,-2.785155062812763e-4,Lupinus argenteus,Eriogonum umbellatum
8,-1575.8895660021026,0,-4.6537999201930044e-5,6.991941180939251e-4,Ivesia gordonii,Eriogonum umbellatum
8,-1575.8895660021026,0,-0.0019076698329909315,-2.9430744672643254e-4,Eriogonum umbellatum,Eriogonum umbellatum
8,-1575.8895660021026,0,-0.016627952331122624,-8.191239093101216e-4,Heterotheca villosa,Eriogonum umbellatum
8,-1575.8895660021026,0,0.011595992842744818,-2.098711570012287e-4,Lupinus argenteus,Heterotheca villosa
8,-1575.8895660021026,0,-0.006943891649974426,-1.7544221187692236e-4,Ivesia gordonii,Heterotheca villosa
8,-1575.8895660021026,0,0.012081457083808776,2.718025007207889e-4,Eriogonum umbellatum,Heterotheca villosa
8,-1575.8895660021026,0,-0.003195255327995125,-1.2505831007624755e-4,Heterotheca villosa,Heterotheca villosa
9,-1575.8895660021026,0,0.0010257186283039819,3.6563456966518003e-4,Lupinus argenteus,Lupinus argenteus
9,-1575.8895660021026,0,0.009226383208117073,9.181874956714498e-4,Ivesia gordonii,Lupinus argenteus
9,-1575.8895660021026,0,0.014320424765670914,-6.2367675054486e-4,Eriogonum umbellatum,Lupinus argenteus
9,-1575.8895660021026,0,1.295067016491079e-4,4.6062963851441365e-4,Heterotheca villosa,Lupinus argenteus
9,-1575.8895660021026,0,-0.011020312052379357,-6.071762979081138e-4,Lupinus argenteus,Ivesia gordonii
9,-1575.8895660021026,0,0.014244599374538045,-2.570243631480483e-5,Ivesia gordonii,Ivesia gordonii
9,-1575.8895660021026,0,-0.016148887501185746,-2.8207993146480873e-4,Eriogonum umbellatum,Ivesia gordonii
9,-1575.8895660021026,0,-0.012279908756450481,-6.380233194370599e-4,Heterotheca villosa,Ivesia gordonii
9,-1575.8895660021026,0,-0.005779495203362628,-2.785155062812763e-4,Lupinus argenteus,Eriogonum umbellatum
9,-1575.8895660021026,0,-4.6537999201930044e-5,6.991941180939251e-4,Ivesia gordonii,Eriogonum umbellatum
9,-1575.8895660021026,0,-0.0019076698329909315,-2.9430744672643254e-4,Eriogonum umbellatum,Eriogonum umbellatum
9,-1575.8895660021026,0,-0.016627952331122624,-8.191239093101216e-4,Heterotheca villosa,Eriogonum umbellatum
9,-1575.8895660021026,0,0.011595992842744818,-2.098711570012287e-4,Lupinus argenteus,Heterotheca villosa
9,-1575.8895660021026,0,-0.006943891649974426,-1.7544221187692236e-4,Ivesia gordonii,Heterotheca villosa
9,-1575.8895660021026,0,0.012081457083808776,2.718025007207889e-4,Eriogonum umbellatum,Heterotheca villosa
9,-1575.8895660021026,0,-0.003195255327995125,-1.2505831007624755e-4,Heterotheca villosa,Heterotheca villosa
10,-1575.8895660021026,0,0.0010257186283039819,3.6563456966518003e-4,Lupinus argenteus,Lupinus argenteus
10,-1575.8895660021026,0,0.009226383208117073,9.181874956714498e-4,Ivesia gordonii,Lupinus argenteus
10,-1575.8895660021026,0,0.014320424765670914,-6.2367675054486e-4,Eriogonum umbellatum,Lupinus argenteus
10,-1575.8895660021026,0,1.295067016491079e-4,4.6062963851441365e-4,Heterotheca villosa,Lupinus argenteus
10,-1575.8895660021026,0,-0.011020312052379357,-6.071762979081138e-4,Lupinus argenteus,Ivesia gordonii
10,-1575.8895660021026,0,0.014244599374538045,-2.570243631480483e-5,Ivesia gordonii,Ivesia gordonii
10,-1575.8895660021026,0,-0.016148887501185746,-2.8207993146480873e-4,Eriogonum umbellatum,Ivesia gordonii
10,-1575.8895660021026,0,-0.012279908756450481,-6.380233194370599e-4,Heterotheca villosa,Ivesia gordonii
10,-1575.8895660021026,0,-0.005779495203362628,-2.785155062812763e-4,Lupinus argenteus,Eriogonum umbellatum
10,-1575.8895660021026,0,-4.6537999201930044e-5,6.991941180939251e-4,Ivesia gordonii,Eriogonum umbellatum
10,-1575.8895660021026,0,-0.0019076698329909315,-2.9430744672643254e-4,Eriogonum umbellatum,Eriogonum umbellatum
10,-1575.8895660021026,0,-0.016627952331122624,-8.191239093101216e-4,Heterotheca villosa,Eriogonum umbellatum
10,-1575.8895660021026,0,0.011595992842744818,-2.098711570012287e-4,Lupinus argenteus,Heterotheca villosa
10,-1575.8895660021026,0,-0.006943891649974426,-1.7544221187692236e-4,Ivesia gordonii,Heterotheca villosa
10,-1575.8895660021026,0,0.012081457083808776,2.718025007207889e-4,Eriogonum umbellatum,Heterotheca villosa
10,-1575.8895660021026,0,-0.003195255327995125,-1.2505831007624755e-4,Heterotheca villosa,Heterotheca villosa
11,-1576.3259071394723,1,-0.006989478618515626,9.139287488022329e-4,Lupinus argenteus,Lupinus argenteus
11,-1576.3259071394723,1,0.01699799377519751,7.576870064121579e-4,Ivesia gordonii,Lupinus argenteus
11,-1576.3259071394723,1,0.002662936453301788,-8.76758346400393e-4,Eriogonum umbellatum,Lupinus argenteus
11,-1576.3259071394723,1,0.023867877414619085,6.106326429381377e-4,Heterotheca villosa,Lupinus argenteus
11,-1576.3259071394723,1,-0.036600036427790916,-0.0017087256926400325,Lupinus argenteus,Ivesia gordonii
11,-1576.3259071394723,1,0.02658155139076948,-4.306287594936256e-4,Ivesia gordonii,Ivesia gordonii
11,-1576.3259071394723,1,-0.006371715278628681,-9.256415463680346e-4,Eriogonum umbellatum,Ivesia gordonii
11,-1576.3259071394723,1,-4.1350368684547195e-5,-0.001303049647455124,Heterotheca villosa,Ivesia gordonii
11,-1576.3259071394723,1,-0.0014953924268229857,-1.9382540809610884e-4,Lupinus argenteus,Eriogonum umbellatum
11,-1576.3259071394723,1,0.00950953694609192,4.5650185905894426e-4,Ivesia gordonii,Eriogonum umbellatum
11,-1576.3259071394723,1,-0.010686035624271025,-5.404827756396269e-4,Eriogonum umbellatum,Eriogonum umbellatum
11,-1576.3259071394723,1,-0.026195896518284446,-9.335312869687291e-4,Heterotheca villosa,Eriogonum umbellatum
11,-1576.3259071394723,1,0.01388025498660745,-4.1307783259615313e-4,Lupinus argenteus,Heterotheca villosa
11,-1576.3259071394723,1,-1.7865142433070268e-5,3.5094862658312617e-4,Ivesia gordonii,Heterotheca villosa
11,-1576.3259071394723,1,0.019513649117806585,-6.486086277152317e-4,Eriogonum umbellatum,Heterotheca villosa
11,-1576.3259071394723,1,-0.016056222005464162,-6.450361451608444e-4,Heterotheca villosa,Heterotheca villosa
12,-1575.3833522630737,1,-0.005023633833607551,0.002158098425546999,Lupinus argenteus,Lupinus argenteus
12,-1575.3833522630737,1,0.007321946379659881,0.0012933715534307342,Ivesia gordonii,Lupinus argenteus
12,-1575.3833522630737,1,-1.8603599513151905e-4,-7.056488081286215e-4,Eriogonum umbellatum,Lupinus argenteus
12,-1575.3833522630737,1,0.025512337384880228,7.212963562610576e-4,Heterotheca villosa,Lupinus argenteus
12,-1575.3833522630737,1,-0.04771874453303429,-0.0016745443216100205,Lupinus argenteus,Ivesia gordonii
12,-1575.3833522630737,1,0.007287903198205048,-2.7691795828837823e-4,Ivesia gordonii,Ivesia gordonii
12,-1575.3833522630737,1,-0.011074323845572774,-1.7132461460871238e-4,Eriogonum umbellatum,Ivesia gordonii
12,-1575.3833522630737,1,0.005302527970952738,-9.951285279050195e-4,Heterotheca villosa,Ivesia gordonii
12,-1575.3833522630737,1,-0.010705891853907568,-1.4891939905281208e-4,Lupinus argenteus,Eriogonum umbellatum
12,-1575.3833522630737,1,0.01635328047234346,-7.427245060504216e-4,Ivesia gordonii,Eriogonum umbellatum
12,-1575.3833522630737,1,0.004534752076839689,-5.165791302417794e-4,Eriogonum umbellatum,Eriogonum umbellatum
12,-1575.3833522630737,1,-0.024249763468916583,-7.654596094537674e-4,Heterotheca villosa,Eriogonum umbellatum
12,-1575.3833522630737,1,0.030852502161691695,-1.9565496458050962e-4,Lupinus argenteus,Heterotheca villosa
12,-1575.3833522630737,1,0.002762816719741639,4.5646044108264795e-4,Ivesia gordonii,Heterotheca villosa
12,-1575.3833522630737,1,0.013803544489321685,-5.93211883210616e-4,Eriogonum umbellatum,Heterotheca villosa
12,-1575.3833522630737,1,-0.017635016405372343,-0.001641697600508782,Heterotheca villosa,Heterotheca villosa
13,-1575.3833522630737,0,-0.005023633833607551,0.002158098425546999,Lupinus argenteus,Lupinus argenteus
13,-1575.3833522630737,0,0.007321946379659881,0.0012933715534307342,Ivesia gordonii,Lupinus argenteus
13,-1575.3833522630737,0,-1.8603599513151905e-4,-7.056488081286215e-4,Eriogonum umbellatum,Lupinus argenteus
13,-1575.3833522630737,0,0.025512337384880228,7.212963562610576e-4,Heterotheca villosa,Lupinus argenteus
13,-1575.3833522630737,0,-0.04771874453303429,-0.0016745443216100205,Lupinus argenteus,Ivesia gordonii
13,-1575.3833522630737,0,0.007287903198205048,-2.7691795828837823e-4,Ivesia gordonii,Ivesia gordonii
13,-1575.3833522630737,0,-0.011074323845572774,-1.7132461460871238e-4,Eriogonum umbellatum,Ivesia gordonii
13,-1575.3833522630737,0,0.005302527970952738,-9.951285279050195e-4,Heterotheca villosa,Ivesia gordonii
13,-1575.3833522630737,0,-0.010705891853907568,-1.4891939905281208e-4,Lupinus argenteus,Eriogonum umbellatum
13,-1575.3833522630737,0,0.01635328047234346,-7.427245060504216e-4,Ivesia gordonii,Eriogonum umbellatum
13,-1575.3833522630737,0,0.004534752076839689,-5.165791302417794e-4,Eriogonum umbellatum,Eriogonum umbellatum
13,-1575.3833522630737,0,-0.024249763468916583,-7.654596094537674e-4,Heterotheca villosa,Eriogonum umbellatum
13,-1575.3833522630737,0,0.030852502161691695,-1.9565496458050962e-4,Lupinus argenteus,Heterotheca villosa
13,-1575.3833522630737,0,0.002762816719741639,4.5646044108264795e-4,Ivesia gordonii,Heterotheca villosa
13,-1575.3833522630737,0,0.013803544489321685,-5.93211883210616e-4,Eriogonum umbellatum,Heterotheca villosa
13,-1575.3833522630737,0,-0.017635016405372343,-0.001641697600508782,Heterotheca villosa,Heterotheca villosa
14,-1575.3833522630737,0,-0.005023633833607551,0.002158098425546999,Lupinus argenteus,Lupinus argenteus
14,-1575.3833522630737,0,0.007321946379659881,0.0012933715534307342,Ivesia gordonii,Lupinus argenteus
14,-1575.3833522630737,0,-1.8603599513151905e-4,-7.056488081286215e-4,Eriogonum umbellatum,Lupinus argenteus
14,-1575.3833522630737,0,0.025512337384880228,7.212963562610576e-4,Heterotheca villosa,Lupinus argenteus
14,-1575.3833522630737,0,-0.04771874453303429,-0.0016745443216100205,Lupinus argenteus,Ivesia gordonii
14,-1575.3833522630737,0,0.007287903198205048,-2.7691795828837823e-4,Ivesia gordonii,Ivesia gordonii
14,-1575.3833522630737,0,-0.011074323845572774,-1.7132461460871238e-4,Eriogonum umbellatum,Ivesia gordonii
14,-1575.3833522630737,0,0.005302527970952738,-9.951285279050195e-4,Heterotheca villosa,Ivesia gordonii
14,-1575.3833522630737,0,-0.010705891853907568,-1.4891939905281208e-4,Lupinus argenteus,Eriogonum umbellatum
14,-1575.3833522630737,0,0.01635328047234346,-7.427245060504216e-4,Ivesia gordonii,Eriogonum umbellatum
14,-1575.3833522630737,0,0.004534752076839689,-5.165791302417794e-4,Eriogonum umbellatum,Eriogonum umbellatum
14,-1575.3833522630737,0,-0.024249763468916583,-7.654596094537674e-4,Heterotheca villosa,Eriogonum umbellatum
14,-1575.3833522630737,0,0.030852502161691695,-1.9565496458050962e-4,Lupinus argenteus,Heterotheca villosa
14,-1575.3833522630737,0,0.002762816719741639,4.5646044108264795e-4,Ivesia gordonii,Heterotheca villosa
14,-1575.3833522630737,0,0.013803544489321685,-5.93211883210616e-4,Eriogonum umbellatum,Heterotheca villosa
14,-1575.3833522630737,0,-0.017635016405372343,-0.001641697600508782,Heterotheca villosa,Heterotheca villosa
15,-1574.3502400004502,1,-0.008862308538389835,0.0020004171606187227,Lupinus argenteus,Lupinus argenteus
15,-1574.3502400004502,1,-0.0090019029373979,0.0011113922540828562,Ivesia gordonii,Lupinus argenteus
15,-1574.3502400004502,1,-0.00988329554801624,-9.109113758737719e-4,Eriogonum umbellatum,Lupinus argenteus
15,-1574.3502400004502,1,0.01322786031100165,6.62769803636182e-4,Heterotheca villosa,Lupinus argenteus
15,-1574.3502400004502,1,-0.03925982318000231,-0.0013319059040536308,Lupinus argenteus,Ivesia gordonii
15,-1574.3502400004502,1,0.015889014763330378,-3.461919274955889e-4,Ivesia gordonii,Ivesia gordonii
15,-1574.3502400004502,1,0.0030807594806009156,-3.119760336713703e-4,Eriogonum umbellatum,Ivesia gordonii
15,-1574.3502400004502,1,0.015341285251444944,-5.746185377779427e-4,Heterotheca villosa,Ivesia gordonii
15,-1574.3502400004502,1,-0.013989539122555083,-0.0010255145713798587,Lupinus argenteus,Eriogonum umbellatum
15,-1574.3502400004502,1,0.011050708421959893,-0.0012832040682168857,Ivesia gordonii,Eriogonum umbellatum
15,-1574.3502400004502,1,0.007600426169062882,-4.326079453273708e-4,Eriogonum umbellatum,Eriogonum umbellatum
15,-1574.3502400004502,1,-0.028239294307423533,-0.0011338929819584796,Heterotheca villosa,Eriogonum umbellatum
15,-1574.3502400004502,1,0.02622440527151077,-2.3626060320537808e-4,Lupinus argenteus,Heterotheca villosa
15,-1574.3502400004502,1,0.00878208164581145,7.108282057104812e-4,Ivesia gordonii,Heterotheca villosa
15,-1574.3502400004502,1,-0.002994809482436186,-9.84740795621409e-4,Eriogonum umbellatum,Heterotheca villosa
15,-1574.3502400004502,1,-0.027322979544218418,-0.0015776111615574784,Heterotheca villosa,Heterotheca villosa
16,-1574.3502400004502,0,-0.008862308538389835,0.0020004171606187227,Lupinus argenteus,Lupinus argenteus
16,-1574.3502400004502,0,-0.0090019029373979,0.0011113922540828562,Ivesia gordonii,Lupinus argenteus
16,-1574.3502400004502,0,-0.00988329554801624,-9.109113758737719e-4,Eriogonum umbellatum,Lupinus argenteus
16,-1574.3502400004502,0,0.01322786031100165,6.62769803636182e-4,Heterotheca villosa,Lupinus argenteus
16,-1574.3502400004502,0,-0.03925982318000231,-0.0013319059040536308,Lupinus argenteus,Ivesia gordonii
16,-1574.3502400004502,0,0.015889014763330378,-3.461919274955889e-4,Ivesia gordonii,Ivesia gordonii
16,-1574.3502400004502,0,0.0030807594806009156,-3.119760336713703e-4,Eriogonum umbellatum,Ivesia gordonii
16,-1574.3502400004502,0,0.015341285251444944,-5.746185377779427e-4,Heterotheca villosa,Ivesia gordonii
16,-1574.3502400004502,0,-0.013989539122555083,-0.0010255145713798587,Lupinus argenteus,Eriogonum umbellatum
16,-1574.3502400004502,0,0.011050708421959893,-0.0012832040682168857,Ivesia gordonii,Eriogonum umbellatum
16,-1574.3502400004502,0,0.007600426169062882,-4.326079453273708e-4,Eriogonum umbellatum,Eriogonum umbellatum
16,-1574.3502400004502,0,-0.028239294307423533,-0.0011338929819584796,Heterotheca villosa,Eriogonum umbellatum
16,-1574.3502400004502,0,0.02622440527151077,-2.3626060320537808e-4,Lupinus argenteus,Heterotheca villosa
16,-1574.3502400004502,0,0.00878208164581145,7.108282057104812e-4,Ivesia gordonii,Heterotheca villosa
16,-1574.3502400004502,0,-0.002994809482436186,-9.84740795621409e-4,Eriogonum umbellatum,Heterotheca villosa
16,-1574.3502400004502,0,-0.027322979544218418,-0.0015776111615574784,Heterotheca villosa,Heterotheca villosa
17,-1574.3502400004502,0,-0.008862308538389835,0.0020004171606187227,Lupinus argenteus,Lupinus argenteus
17,-1574.3502400004502,0,-0.0090019029373979,0.0011113922540828562,Ivesia gordonii,Lupinus argenteus
17,-1574.3502400004502,0,-0.00988329554801624,-9.109113758737719e-4,Eriogonum umbellatum,Lupinus argenteus
17,-1574.3502400004502,0,0.01322786031100165,6.62769803636182e-4,Heterotheca villosa,Lupinus argenteus
17,-1574.3502400004502,0,-0.03925982318000231,-0.0013319059040536308,Lupinus argenteus,Ivesia gordonii
17,-1574.3502400004502,0,0.015889014763330378,-3.461919274955889e-4,Ivesia gordonii,Ivesia gordonii
17,-1574.3502400004502,0,0.0030807594806009156,-3.119760336713703e-4,Eriogonum umbellatum,Ivesia gordonii
17,-1574.3502400004502,0,0.015341285251444944,-5.746185377779427e-4,Heterotheca villosa,Ivesia gordonii
17,-1574.3502400004502,0,-0.013989539122555083,-0.0010255145713798587,Lupinus argenteus,Eriogonum umbellatum
17,-1574.3502400004502,0,0.011050708421959893,-0.0012832040682168857,Ivesia gordonii,Eriogonum umbellatum
17,-1574.3502400004502,0,0.007600426169062882,-4.326079453273708e-4,Eriogonum umbellatum,Eriogonum umbellatum
17,-1574.3502400004502,0,-0.028239294307423533,-0.0011338929819584796,Heterotheca villosa,Eriogonum umbellatum
17,-1574.3502400004502,0,0.02622440527151077,-2.3626060320537808e-4,Lupinus argenteus,Heterotheca villosa
17,-1574.3502400004502,0,0.00878208164581145,7.108282057104812e-4,Ivesia gordonii,Heterotheca villosa
17,-1574.3502400004502,0,-0.002994809482436186,-9.84740795621409e-4,Eriogonum umbellatum,Heterotheca villosa
17,-1574.3502400004502,0,-0.027322979544218418,-0.0015776111615574784,Heterotheca villosa,Heterotheca villosa
18,-1574.3502400004502,0,-0.008862308538389835,0.0020004171606187227,Lupinus argenteus,Lupinus argenteus
18,-1574.3502400004502,0,-0.0090019029373979,0.0011113922540828562,Ivesia gordonii,Lupinus argenteus
18,-1574.3502400004502,0,-0.00988329554801624,-9.109113758737719e-4,Eriogonum umbellatum,Lupinus argenteus
18,-1574.3502400004502,0,0.01322786031100165,6.62769803636182e-4,Heterotheca villosa,Lupinus argenteus
