iter,ll,accept,alpha
277,-46214.95914119452,NA,0.7789888172179955
278,-46214.65014927738,NA,0.763746230733847
279,-46214.65014927738,NA,0.763746230733847
280,-46215.377445641076,NA,0.7562112930912076
281,-46215.377445641076,NA,0.7562112930912076
282,-46215.377445641076,NA,0.7562112930912076
283,-46215.48266068564,NA,0.7554564139188328
284,-46215.48266068564,NA,0.7554564139188328
285,-46215.48266068564,NA,0.7554564139188328
286,-46215.48266068564,NA,0.7554564139188328
287,-46215.48266068564,NA,0.7554564139188328
288,-46215.48266068564,NA,0.7554564139188328
289,-46215.48266068564,NA,0.7554564139188328
290,-46215.48266068564,NA,0.7554564139188328
291,-46214.56516328165,NA,0.7654953821231503
292,-46214.56516328165,NA,0.7654953821231503
293,-46218.14427937276,NA,0.742709475727151
294,-46218.14427937276,NA,0.742709475727151
295,-46218.14427937276,NA,0.742709475727151
296,-46217.97816790305,NA,0.795887811276506
297,-46217.97816790305,NA,0.795887811276506
298,-46219.73155996939,NA,0.8020426983738268
299,-46215.29838243136,NA,0.7568084880955209
300,-46215.29838243136,NA,0.7568084880955209
301,-46215.29838243136,NA,0.7568084880955209
302,-46215.82550907648,NA,0.7856593870969423
303,-46215.02724847249,NA,0.7591188396607838
304,-46215.02724847249,NA,0.7591188396607838
305,-46215.02724847249,NA,0.7591188396607838
306,-46214.61843447485,NA,0.7743999218610005
307,-46214.491251835585,NA,0.770034949727075
308,-46214.491251835585,NA,0.770034949727075
309,-46214.491251835585,NA,0.770034949727075
310,-46214.491251835585,NA,0.770034949727075
311,-46214.491251835585,NA,0.770034949727075
312,-46214.90511063553,NA,0.7784157731887328
313,-46214.91915726227,NA,0.760201829603697
314,-46214.91915726227,NA,0.760201829603697
315,-46214.91915726227,NA,0.760201829603697
316,-46214.91915726227,NA,0.760201829603697
317,-46214.91915726227,NA,0.760201829603697
318,-46214.91915726227,NA,0.760201829603697
319,-46214.91915726227,NA,0.760201829603697
320,-46214.51248142739,NA,0.7672068246563525
321,-46218.74026391588,NA,0.7406135254020343
322,-46218.74026391588,NA,0.7406135254020343
323,-46216.393711151795,NA,0.750122446116274
324,-46216.393711151795,NA,0.750122446116274
325,-46214.490896227595,NA,0.7687270119730144
326,-46214.651321680445,NA,0.7637259135884861
327,-46214.651321680445,NA,0.7637259135884861
328,-46214.97651274839,NA,0.7791660625916269
329,-46214.97651274839,NA,0.7791660625916269
330,-46214.97651274839,NA,0.7791660625916269
331,-46214.55300540693,NA,0.7658159053956127
332,-46214.55300540693,NA,0.7658159053956127
333,-46214.55300540693,NA,0.7658159053956127
334,-46214.730127910625,NA,0.7762455148602715
335,-46214.730127910625,NA,0.7762455148602715
336,-46214.5096548551,NA,0.7673394555955728
337,-46214.5096548551,NA,0.7673394555955728
338,-46214.5096548551,NA,0.7673394555955728
339,-46214.49550755832,NA,0.7682162204450051
340,-46214.49550755832,NA,0.7682162204450051
341,-46214.49550755832,NA,0.7682162204450051
342,-46214.49550755832,NA,0.7682162204450051
343,-46214.49550755832,NA,0.7682162204450051
344,-46214.489305128925,NA,0.7696408782148391
345,-46214.489305128925,NA,0.7696408782148391
346,-46214.489305128925,NA,0.7696408782148391
347,-46214.489305128925,NA,0.7696408782148391
348,-46214.489305128925,NA,0.7696408782148391
349,-46214.489305128925,NA,0.7696408782148391
350,-46214.489305128925,NA,0.7696408782148391
351,-46214.489305128925,NA,0.7696408782148391
352,-46214.489305128925,NA,0.7696408782148391
353,-46214.489305128925,NA,0.7696408782148391
354,-46214.489305128925,NA,0.7696408782148391
355,-46214.489305128925,NA,0.7696408782148391
356,-46214.489305128925,NA,0.7696408782148391
357,-46214.489305128925,NA,0.7696408782148391
358,-46214.489305128925,NA,0.7696408782148391
359,-46214.489305128925,NA,0.7696408782148391
360,-46214.489305128925,NA,0.7696408782148391
361,-46214.489305128925,NA,0.7696408782148391
362,-46214.489305128925,NA,0.7696408782148391
363,-46214.489305128925,NA,0.7696408782148391
364,-46214.492530284275,NA,0.7701991002247013
365,-46214.65690368394,NA,0.7636301732729585
366,-46214.65690368394,NA,0.7636301732729585
367,-46214.65690368394,NA,0.7636301732729585
368,-46214.67405905883,NA,0.7753893855869107
369,-46215.47515079016,NA,0.7555089270524187
370,-46215.47515079016,NA,0.7555089270524187
371,-46215.47515079016,NA,0.7555089270524187
372,-46215.47515079016,NA,0.7555089270524187
373,-46214.491402642685,NA,0.7700563106974047
374,-46215.54661941466,NA,0.7550169909813641
375,-46214.838030116465,NA,0.7776503136095162
376,-46214.78358655584,NA,0.7769735547590996
377,-46214.78358655584,NA,0.7769735547590996
378,-46214.78358655584,NA,0.7769735547590996
379,-46214.78358655584,NA,0.7769735547590996
380,-46214.5294941627,NA,0.7721765033594021
381,-46214.5294941627,NA,0.7721765033594021
382,-46214.5294941627,NA,0.7721765033594021
383,-46214.5294941627,NA,0.7721765033594021
384,-46214.5294941627,NA,0.7721765033594021
385,-46214.5294941627,NA,0.7721765033594021
386,-46214.5294941627,NA,0.7721765033594021
387,-46214.5294941627,NA,0.7721765033594021
388,-46214.5294941627,NA,0.7721765033594021
389,-46215.56087927662,NA,0.7549208474782502
390,-46215.56087927662,NA,0.7549208474782502
391,-46215.56087927662,NA,0.7549208474782502
392,-46215.207750845846,NA,0.7812810453550599
393,-46214.86940851985,NA,0.7780166774581392
394,-46214.86940851985,NA,0.7780166774581392
395,-46214.86940851985,NA,0.7780166774581392
396,-46214.5974072034,NA,0.7739714395259136
397,-46214.5974072034,NA,0.7739714395259136
398,-46214.5974072034,NA,0.7739714395259136
399,-46214.5974072034,NA,0.7739714395259136
400,-46214.5974072034,NA,0.7739714395259136
401,-46217.34126626151,NA,0.7932973488442212
402,-46215.43700303689,NA,0.783065339455087
403,-46215.43700303689,NA,0.783065339455087
404,-46215.43700303689,NA,0.783065339455087
405,-46215.43700303689,NA,0.783065339455087
406,-46215.43700303689,NA,0.783065339455087
407,-46215.43700303689,NA,0.783065339455087
408,-46215.43700303689,NA,0.783065339455087
409,-46215.43700303689,NA,0.783065339455087
410,-46214.51257181267,NA,0.7715090994823441
411,-46214.93979058233,NA,0.7599853832408755
412,-46214.93979058233,NA,0.7599853832408755
413,-46214.93979058233,NA,0.7599853832408755
414,-46214.93979058233,NA,0.7599853832408755
415,-46214.706483760885,NA,0.7758980250990676
416,-46214.706483760885,NA,0.7758980250990676
417,-46214.706483760885,NA,0.7758980250990676
418,-46214.706483760885,NA,0.7758980250990676
419,-46214.706483760885,NA,0.7758980250990676
420,-46214.492581758976,NA,0.7685039155910469
421,-46214.48963661127,NA,0.7689708200189392
422,-46214.48963661127,NA,0.7689708200189392
423,-46214.48963661127,NA,0.7689708200189392
424,-46214.489108853115,NA,0.769563380225243
425,-46214.489108853115,NA,0.769563380225243
426,-46214.489108853115,NA,0.769563380225243
427,-46214.489108853115,NA,0.769563380225243
428,-46215.938171402886,NA,0.7863399121392929
429,-46215.938171402886,NA,0.7863399121392929
430,-46215.938171402886,NA,0.7863399121392929
431,-46215.938171402886,NA,0.7863399121392929
432,-46215.938171402886,NA,0.7863399121392929
433,-46215.70683923323,NA,0.7849115755394337
434,-46214.66277204212,NA,0.7752020565887243
435,-46214.66277204212,NA,0.7752020565887243
436,-46214.66277204212,NA,0.7752020565887243
437,-46214.66277204212,NA,0.7752020565887243
438,-46215.404469039306,NA,0.7828261708788619
439,-46214.86433160992,NA,0.7779584443430889
440,-46214.86433160992,NA,0.7779584443430889
441,-46214.86433160992,NA,0.7779584443430889
442,-46214.86433160992,NA,0.7779584443430889
443,-46214.58216639401,NA,0.7650874340635355
444,-46214.58216639401,NA,0.7650874340635355
445,-46214.58216639401,NA,0.7650874340635355
446,-46214.58216639401,NA,0.7650874340635355
447,-46214.56213305394,NA,0.7731461801976146
448,-46214.56213305394,NA,0.7731461801976146
449,-46214.56213305394,NA,0.7731461801976146
450,-46215.23295910609,NA,0.7573251293493692
451,-46215.23295910609,NA,0.7573251293493692
452,-46215.23295910609,NA,0.7573251293493692
453,-46215.23295910609,NA,0.7573251293493692
454,-46214.65560244774,NA,0.7636523472769082
455,-46214.65560244774,NA,0.7636523472769082
456,-46214.65560244774,NA,0.7636523472769082
457,-46214.65560244774,NA,0.7636523472769082
458,-46214.65560244774,NA,0.7636523472769082
459,-46214.65560244774,NA,0.7636523472769082
460,-46214.65560244774,NA,0.7636523472769082
461,-46214.65560244774,NA,0.7636523472769082
462,-46214.65560244774,NA,0.7636523472769082
463,-46214.65560244774,NA,0.7636523472769082
464,-46214.65560244774,NA,0.7636523472769082
465,-46214.560929568346,NA,0.7656038775885285
466,-46214.560929568346,NA,0.7656038775885285
467,-46214.560929568346,NA,0.7656038775885285
468,-46215.342926747224,NA,0.756468612470746
469,-46214.5004984762,NA,0.767847404483043
470,-46214.57955773295,NA,0.7651474440636106
471,-46214.57955773295,NA,0.7651474440636106
472,-46214.57955773295,NA,0.7651474440636106
473,-46214.490037441356,NA,0.7698291518352942
474,-46214.490037441356,NA,0.7698291518352942
475,-46214.84439885376,NA,0.7610333052439474
476,-46214.84439885376,NA,0.7610333052439474
477,-46214.84439885376,NA,0.7610333052439474
478,-46216.186236418056,NA,0.7511989248397453
479,-46215.12911227465,NA,0.780605625612314
480,-46215.12911227465,NA,0.780605625612314
481,-46215.12911227465,NA,0.780605625612314
482,-46215.12911227465,NA,0.780605625612314
483,-46215.12911227465,NA,0.780605625612314
484,-46214.89044852919,NA,0.778254007052382
485,-46214.89044852919,NA,0.778254007052382
486,-46214.89044852919,NA,0.778254007052382
487,-46218.25280373962,NA,0.7423159682608647
488,-46218.25280373962,NA,0.7423159682608647
489,-46218.25280373962,NA,0.7423159682608647
490,-46218.25280373962,NA,0.7423159682608647
491,-46214.52689594586,NA,0.7720846210295008
492,-46214.52689594586,NA,0.7720846210295008
493,-46214.52689594586,NA,0.7720846210295008
494,-46214.52689594586,NA,0.7720846210295008
495,-46216.478827427745,NA,0.7892961785790694
496,-46216.573697706415,NA,0.7492350377665228
497,-46216.573697706415,NA,0.7492350377665228
498,-46216.573697706415,NA,0.7492350377665228
499,-46216.573697706415,NA,0.7492350377665228
500,-46216.573697706415,NA,0.7492350377665228
501,-46215.681409672376,NA,0.7847467613752558
502,-46215.681409672376,NA,0.7847467613752558
503,-46216.113765168666,NA,0.7873511385739674
504,-46216.113765168666,NA,0.7873511385739674
505,-46216.113765168666,NA,0.7873511385739674
506,-46216.113765168666,NA,0.7873511385739674
507,-46214.93833051282,NA,0.7787721648357585
508,-46215.05568793224,NA,0.7588525163284412
509,-46215.05568793224,NA,0.7588525163284412
510,-46215.05568793224,NA,0.7588525163284412
511,-46215.05568793224,NA,0.7588525163284412
512,-46215.05568793224,NA,0.7588525163284412
513,-46215.05568793224,NA,0.7588525163284412
514,-46214.69152834934,NA,0.7630689255348627
515,-46214.648825176584,NA,0.7637692659630382
516,-46214.648825176584,NA,0.7637692659630382
517,-46215.25148370001,NA,0.7571766100378098
518,-46215.5059248205,NA,0.7552949867089993
519,-46215.5059248205,NA,0.7552949867089993
520,-46214.99038282066,NA,0.7594747975058199
521,-46214.99038282066,NA,0.7594747975058199
522,-46214.99038282066,NA,0.7594747975058199
523,-46214.99038282066,NA,0.7594747975058199
524,-46214.506593391634,NA,0.771217197717603
525,-46214.88432045935,NA,0.7605794375450902
526,-46214.540067388196,NA,0.7725231418801382
527,-46214.540067388196,NA,0.7725231418801382
528,-46214.540067388196,NA,0.7725231418801382
529,-46214.540067388196,NA,0.7725231418801382
530,-46214.540067388196,NA,0.7725231418801382
531,-46214.49867090236,NA,0.7679709831468002
532,-46214.49867090236,NA,0.7679709831468002
533,-46214.49867090236,NA,0.7679709831468002
534,-46214.49867090236,NA,0.7679709831468002
535,-46214.49867090236,NA,0.7679709831468002
536,-46214.49867090236,NA,0.7679709831468002
537,-46214.49867090236,NA,0.7679709831468002
538,-46214.49867090236,NA,0.7679709831468002
539,-46214.49867090236,NA,0.7679709831468002
540,-46214.49867090236,NA,0.7679709831468002
541,-46214.49867090236,NA,0.7679709831468002
542,-46214.49867090236,NA,0.7679709831468002
543,-46214.49867090236,NA,0.7679709831468002
544,-46214.49867090236,NA,0.7679709831468002
545,-46214.49867090236,NA,0.7679709831468002
546,-46217.01762188128,NA,0.7918748193059861
547,-46217.271631552736,NA,0.7929980814114012
548,-46217.271631552736,NA,0.7929980814114012
549,-46217.271631552736,NA,0.7929980814114012
550,-46217.271631552736,NA,0.7929980814114012
551,-46214.58498188424,NA,0.7736985615140226
552,-46214.93020334816,NA,0.7786862125757625
553,-46214.57097209056,NA,0.7653513198291978
554,-46214.57097209056,NA,0.7653513198291978
555,-46214.57097209056,NA,0.7653513198291978
556,-46214.57097209056,NA,0.7653513198291978
557,-46214.57097209056,NA,0.7653513198291978
558,-46214.51267833524,NA,0.7715139436904485
559,-46214.51267833524,NA,0.7715139436904485
560,-46215.12643106249,NA,0.780581895975514
561,-46215.12643106249,NA,0.780581895975514
562,-46215.12643106249,NA,0.780581895975514
563,-46215.12643106249,NA,0.780581895975514
564,-46214.54734903631,NA,0.772741378152895
565,-46214.54734903631,NA,0.772741378152895
566,-46214.54734903631,NA,0.772741378152895
567,-46214.54734903631,NA,0.772741378152895
568,-46214.54734903631,NA,0.772741378152895
569,-46216.1854120521,NA,0.7877483921495377
570,-46215.298733886964,NA,0.7568057703213161
571,-46214.51575275699,NA,0.7670629070827094
572,-46214.51575275699,NA,0.7670629070827094
573,-46214.51575275699,NA,0.7670629070827094
574,-46214.51575275699,NA,0.7670629070827094
575,-46214.49373407542,NA,0.7703287287759083
576,-46214.49373407542,NA,0.7703287287759083
577,-46214.49373407542,NA,0.7703287287759083
578,-46214.49373407542,NA,0.7703287287759083
579,-46214.49373407542,NA,0.7703287287759083
580,-46214.49373407542,NA,0.7703287287759083
581,-46214.50428351358,NA,0.7710913617925292
582,-46214.50428351358,NA,0.7710913617925292
583,-46214.56660025536,NA,0.765459246528786
584,-46214.56660025536,NA,0.765459246528786
585,-46214.56660025536,NA,0.765459246528786
586,-46214.498854431324,NA,0.7707517804567704
587,-46214.498854431324,NA,0.7707517804567704
588,-46214.96266413331,NA,0.7597511615431308
589,-46215.014505240746,NA,0.7592404594419097
590,-46215.2279254904,NA,0.7573658049720597
591,-46214.48888979005,NA,0.7693247597145183
592,-46214.48888979005,NA,0.7693247597145183
593,-46214.48888979005,NA,0.7693247597145183
594,-46214.48888979005,NA,0.7693247597145183
595,-46214.48888979005,NA,0.7693247597145183
596,-46214.48888979005,NA,0.7693247597145183
597,-46214.48888979005,NA,0.7693247597145183
598,-46214.48888979005,NA,0.7693247597145183
599,-46214.48888979005,NA,0.7693247597145183
600,-46214.48888979005,NA,0.7693247597145183
601,-46214.48888979005,NA,0.7693247597145183
602,-46214.48888979005,NA,0.7693247597145183
603,-46214.52357495648,NA,0.7719624874296678
604,-46214.52357495648,NA,0.7719624874296678
605,-46214.78527200467,NA,0.7617554054724323
606,-46215.23804409476,NA,0.7815314504549717
607,-46215.23804409476,NA,0.7815314504549717
608,-46215.802940916525,NA,0.7533769592791563
609,-46215.13293584214,NA,0.7806393809248425
610,-46215.13293584214,NA,0.7806393809248425
611,-46214.69139803449,NA,0.7756664309797346
